Date,open,high,low,close,volume
2018-01-03,131.03,132.2,130.63,132.2,10533920
2018-01-04,132.5,136.2,132.3,135.89,32096510
2018-01-05,135.6,137.12,135.08,137.12,19981160
2018-01-09,138.0,141.35,137.6,140.0,52493430
2018-01-10,140.49,143.43,139.58,143.43,51773200
2018-01-11,143.21,144.8,142.31,144.58,38582520
2018-01-12,144.21,144.54,141.64,143.99,36776240
2018-01-15,144.32,145.5,142.6,142.99,30052200
2018-01-16,143.17,145.35,141.89,145.29,36991010
2018-01-17,144.51,149.2,143.31,148.7,64093180
2018-01-18,148.79,150.35,148.13,150.35,53941270
2018-01-19,149.82,151.0,148.4,149.13,39015810
2018-01-22,149.1,150.3,148.85,150.3,22751050
2018-01-23,150.91,151.65,147.71,148.8,35791450
2018-01-24,148.59,149.7,146.6,149.7,24841860
2018-01-25,150.0,151.39,149.27,149.8,41958600
2018-01-26,149.37,149.55,146.01,147.19,35282020
2018-01-29,146.67,147.29,144.15,144.75,36079000
2018-01-30,143.9,146.43,142.37,143.5,51325700
2018-01-31,142.98,144.5,141.8,143.36,44270320
2018-02-01,143.4,146.17,143.13,145.39,37517540
2018-02-02,145.68,146.78,142.88,144.0,39088200
2018-02-05,142.87,145.2,142.3,144.53,33108270
2018-02-06,141.51,142.82,140.4,141.59,52073080
2018-02-07,142.43,143.39,141.0,141.0,32948170
2018-02-08,140.48,140.85,137.14,137.2,42717220
2018-02-09,135.99,136.7,132.8,135.56,53423820
2018-02-12,136.95,138.1,136.03,137.3,29441900
2018-02-13,138.12,140.1,137.45,139.85,36439250
2018-02-14,140.01,140.57,137.02,138.89,34125140
2018-02-15,139.77,140.99,137.06,137.06,29141610
2018-02-16,137.84,139.49,136.77,137.06,24646990
2018-02-19,137.36,138.7,137.13,138.31,14462230
2018-02-20,138.78,144.29,138.78,141.32,62791120
2018-02-21,140.9,144.0,140.53,144.0,24899470
2018-02-22,143.49,145.97,142.63,145.97,29893120
2018-02-26,148.5,149.98,146.42,147.0,37279400
2018-02-27,147.2,147.49,144.85,146.5,24777520
2018-02-28,145.5,145.75,142.25,143.16,36284260
2018-03-01,141.0,142.0,139.39,140.1,47451210
2018-03-02,139.65,140.59,137.77,138.57,26835570
2018-03-05,138.83,141.83,138.57,141.6,23254990
2018-03-06,142.25,143.49,140.47,140.59,24404580
2018-03-07,139.98,139.98,137.38,138.56,28244930
2018-03-09,138.88,139.81,137.79,139.81,12102430
2018-03-12,140.44,141.96,140.11,141.35,16945720
2018-03-13,141.0,142.93,139.95,142.75,22920910
2018-03-14,141.82,141.98,138.8,138.8,31802960
2018-03-15,138.59,140.06,138.0,138.25,34272770
2018-03-16,138.66,141.0,137.11,141.0,42461100
2018-03-19,141.45,141.77,139.43,139.91,21717760
2018-03-20,140.3,142.7,139.31,142.45,25944520
2018-03-21,142.7,144.0,140.84,141.51,31152980
2018-03-22,141.7,142.08,139.2,139.5,20685050
2018-03-23,138.79,142.49,137.82,142.0,33583510
2018-03-26,142.02,142.08,138.27,138.27,27593660
2018-03-27,139.21,141.7,139.01,140.8,25464160
2018-03-28,140.0,141.67,139.13,140.47,21345590
2018-03-29,140.7,142.8,140.7,142.8,23774420
2018-03-30,143.0,143.31,142.05,142.33,8377570
2018-04-02,142.4,143.7,140.32,140.32,18502270
2018-04-03,140.3,141.3,139.7,141.13,13870980
2018-04-04,140.82,141.52,139.02,140.18,22250100
2018-04-05,140.66,141.35,139.8,140.5,20473660
2018-04-06,140.14,141.97,139.45,141.5,27364690
2018-04-09,140.94,141.22,128.19,135.01,91014600
2018-04-10,135.0,141.97,133.5,141.8,64076590
2018-04-11,141.0,146.29,140.71,145.27,62149010
2018-04-12,145.7,146.89,142.13,145.99,40747400
