index,Date,open,high,low,close,volume,Dividends,Stock Splits
0,2017-01-03,73.83671593130127,74.91483088411718,73.5835896206715,74.53045654296875,13785200,0.0,0.0
1,2017-01-04,74.47420688088023,75.24294838437704,74.39920596529981,75.13982391357422,8033100,0.0,0.0
2,2017-01-05,75.31794722045865,76.43356266929557,75.20545299199203,76.02106475830078,7805100,0.0,0.0
3,2017-01-06,76.21796299974972,77.33357157474647,75.88046592509163,77.07107543945312,8898300,0.0,0.0
4,2017-01-09,77.136684896732,77.29605649840315,76.5460687039309,76.63981628417969,7305300,0.0,0.0
5,2017-01-10,76.59293071119696,76.78043300408635,76.05856169330418,76.22731018066406,6017500,0.0,0.0
6,2017-01-11,76.17106130190297,76.68668365478516,75.8523181401074,76.68668365478516,7499200,0.0,0.0
7,2017-01-12,75.98357280056037,76.37731691215255,75.47732730602117,76.2835693359375,6884000,0.0,0.0
8,2017-01-13,75.9554596217056,76.73357827360277,75.73984086189228,76.09608459472656,7291200,0.0,0.0
9,2017-01-17,75.71169020664259,76.39605386332475,75.71169020664259,76.18043518066406,6326500,0.0,0.0
10,2017-01-18,76.18981060927108,76.71480988299353,75.91794479825774,76.48980712890625,8512300,0.0,0.0
11,2017-01-19,76.67731798037421,76.73356509893202,76.32107430870472,76.6210708618164,6479400,0.0,0.0
12,2017-01-20,76.95856229370979,77.13668770941493,76.5085710311145,76.72418975830078,9048500,0.0,0.0
13,2017-01-23,76.59294143049738,77.15544123540712,76.40544626384889,77.01481628417969,7414200,0.0,0.0
14,2017-01-24,77.24917953583066,78.27104023048933,76.73355716078555,78.02729797363281,8397500,0.0,0.0
15,2017-01-25,78.55230915475968,79.00230047079539,78.23355874945828,78.65543365478516,9360900,0.0,0.0
16,2017-01-26,78.67417575005467,78.67417575005467,77.88668741642094,78.03668212890625,8428200,0.0,0.0
17,2017-01-27,78.1116559774682,78.56165426385988,77.73665859755515,78.53352355957031,5445900,0.0,0.0
18,2017-01-30,78.25229207026642,78.50541122519923,77.4929274529869,78.46791076660156,8792800,0.0,0.0
19,2017-01-31,76.99606417193196,78.07417928511258,76.96794061156345,77.53981018066406,7479400,0.0,0.0
20,2017-02-01,77.7179497101627,77.89606800899662,76.92108436095235,77.28670501708984,7534400,0.0,0.0
21,2017-02-02,77.00543942878036,77.53043161771372,76.47107033576401,77.15544128417969,11142300,0.0,0.0
22,2017-02-03,80.3803845314244,81.39287537161255,79.78976845088825,80.69913482666016,28079600,0.0,0.0
23,2017-02-06,80.68977070140197,80.71789425933585,80.164778546685,80.46477508544922,9665300,0.0,0.0
24,2017-02-07,80.58664859049665,80.95226915935243,80.31477560167124,80.41790008544922,8600300,0.0,0.0
25,2017-02-08,80.43663546900241,80.47412877044125,79.76164160341948,79.77101135253906,7587700,0.0,0.0
26,2017-02-09,80.03351281217074,80.40850303835244,79.57413762588202,80.23038482666016,6554700,0.0,0.0
27,2017-02-10,80.43666317575223,80.75540641513649,79.90229404018005,80.53041076660156,10432000,0.0,0.0
28,2017-02-13,80.81164882344036,81.28039390281643,80.62415365268286,81.03665161132812,6046300,0.0,0.0
29,2017-02-14,81.11163183174587,81.53350662416467,80.86788958099483,81.42100524902344,5952000,0.0,0.0
30,2017-02-15,81.73566382324,82.22409057617188,81.43509626993414,82.22409057617188,8049700,0.165,0.0
31,2017-02-16,82.23347996481391,82.35558306203605,81.51962938498039,82.10198211669922,8680600,0.0,0.0
32,2017-02-17,81.97046899182071,82.35557491326273,81.69808573774533,82.14893341064453,5887200,0.0,0.0
33,2017-02-21,82.19591770221625,82.69373206608226,81.87656062952539,82.58101654052734,9301300,0.0,0.0
34,2017-02-22,82.28985826509884,82.79706747057988,82.19593222692029,82.46832275390625,8389900,0.0,0.0
35,2017-02-23,82.87218478787126,83.11639097618085,82.53404542518635,82.8252182006836,6040500,0.0,0.0
36,2017-02-24,82.05502745562274,83.06005096435547,81.99867327426645,83.06005096435547,5151300,0.0,0.0
37,2017-02-27,82.95674132379645,83.01309551271763,82.57164242267291,82.65617370605469,6131600,0.0,0.0
38,2017-02-28,82.8064569391147,83.01309134348016,82.43074564428285,82.59981536865234,8521900,0.0,0.0
39,2017-03-01,83.35122566246729,83.72693693417644,83.05065807831926,83.58604431152344,11131400,0.0,0.0
40,2017-03-02,83.59543663440024,83.71753974856594,82.75008808914772,83.15397644042969,10544200,0.0,0.0
41,2017-03-03,82.94734598230414,83.51091653191018,82.82524285180801,83.39820098876953,5700600,0.0,0.0
42,2017-03-06,83.15397176744499,83.84903290288297,82.90975838674132,83.53907775878906,7347600,0.0,0.0
43,2017-03-07,83.58603787417098,83.87721784952109,83.45454001411453,83.65178680419922,5688400,0.0,0.0
44,2017-03-08,83.75510811949174,83.87721839469206,83.47333006015182,83.557861328125,5866800,0.0,0.0
45,2017-03-09,83.61422254514281,84.06507751057251,83.32304970948614,83.69876098632812,5953900,0.0,0.0
46,2017-03-10,84.0650839705262,84.40322342905854,83.68937266481281,84.28112030029297,12246700,0.0,0.0
47,2017-03-13,84.34684297969606,84.82586775839016,84.16837855267578,84.63801574707031,8944100,0.0,0.0
48,2017-03-14,84.46898238828092,84.5629084343248,83.82088048821164,84.112060546875,6009400,0.0,0.0
49,2017-03-15,84.29988925838585,84.62863391141104,83.98053935718877,84.45956420898438,6350700,0.0,0.0
50,2017-03-16,84.82586655328845,84.84465605381043,84.03687951764013,84.572265625,9174400,0.0,0.0
51,2017-03-17,84.76953421801282,85.1264559928202,84.69439052875971,84.76013946533203,8613400,0.0,0.0
52,2017-03-20,84.80709878814626,86.46022397943172,83.56725668620616,83.7645034790039,9438000,0.0,0.0
53,2017-03-21,84.05565645375246,84.26229794965438,82.65613973072725,82.71249389648438,11092100,0.0,0.0
54,2017-03-22,82.51526482033512,83.63300378783673,82.51526482033512,83.14457702636719,7828600,0.0,0.0
55,2017-03-23,83.09764214398464,83.96177323431233,83.05067553786114,83.46395874023438,7710700,0.0,0.0
56,2017-03-24,83.6517773736369,84.16838116997313,83.56724611574285,83.77388763427734,7597600,0.0,0.0
