Date,open,high,low,close,volume
2018-01-03,1919.0,1949.5,1915.0,1943.5,33305
2018-01-04,1943.0,1985.0,1943.0,1978.0,38181
2018-01-05,1966.0,1966.0,1921.0,1942.5,23258
2018-01-09,1957.5,1982.0,1954.0,1963.0,42866
2018-01-10,1963.0,1980.0,1931.5,1972.0,44377
2018-01-11,1963.5,1985.0,1955.0,1963.0,40478
2018-01-12,1955.0,1968.0,1945.5,1955.0,17647
2018-01-15,1958.0,1979.0,1954.5,1970.0,14695
2018-01-16,1964.0,2044.0,1940.5,1992.5,118550
2018-01-17,1993.0,2046.5,1981.0,2035.0,45442
2018-01-18,2050.0,2100.0,2045.0,2099.0,84022
2018-01-19,2112.0,2134.0,2090.5,2098.5,48111
2018-01-22,2095.5,2122.5,2080.5,2118.5,38452
2018-01-23,2131.5,2145.0,2111.5,2145.0,59566
2018-01-24,2159.5,2159.5,2129.5,2138.0,19139
2018-01-25,2138.5,2155.0,2105.0,2134.0,44060
2018-01-26,2135.0,2179.5,2134.0,2176.0,47185
2018-01-29,2191.5,2214.5,2178.5,2197.5,29584
2018-01-30,2176.5,2176.5,2120.0,2150.0,136911
2018-01-31,2160.5,2196.5,2133.5,2179.0,29178
2018-02-01,2183.0,2229.0,2168.0,2202.0,67901
2018-02-02,2190.5,2224.5,2115.5,2150.0,50026
2018-02-05,2145.5,2172.0,2113.5,2150.0,40173
2018-02-06,2073.0,2130.0,2048.5,2054.5,114684
2018-02-07,2106.0,2174.0,2100.5,2140.5,48371
2018-02-08,2137.0,2187.0,2125.5,2159.0,60932
2018-02-09,2090.5,2107.0,2062.0,2086.5,80902
2018-02-12,2101.5,2135.0,2101.5,2127.0,47976
2018-02-13,2124.0,2141.5,2111.0,2135.0,70588
2018-02-14,2155.0,2220.5,2144.0,2200.0,95068
2018-02-15,2250.0,2420.0,2211.0,2283.5,382032
2018-02-16,2341.5,2374.0,2291.5,2371.5,134206
2018-02-19,2371.0,2430.0,2361.0,2416.5,47627
2018-02-20,2420.0,2439.0,2376.5,2413.0,54879
2018-02-21,2424.5,2474.5,2418.0,2473.5,86053
2018-02-22,2469.0,2494.0,2410.5,2435.5,73319
2018-02-26,2450.0,2450.0,2362.0,2383.0,81198
2018-02-27,2363.0,2391.0,2320.5,2386.0,68516
2018-02-28,2381.5,2385.0,2327.0,2343.5,35054
2018-03-01,2329.5,2344.5,2300.5,2310.0,49324
2018-03-02,2309.0,2310.0,2241.0,2280.5,90866
2018-03-05,2313.5,2372.0,2313.5,2347.5,46728
2018-03-06,2377.5,2395.0,2351.0,2389.5,72563
2018-03-07,2399.0,2439.5,2368.0,2427.5,78782
2018-03-09,2474.0,2519.0,2451.0,2469.0,45325
2018-03-12,2465.0,2486.0,2439.5,2450.0,57553
