Date,open,high,low,close,volume
2018-11-09,471.05,474.25,465.0,468.6,4253200
2018-11-12,473.0,475.6,462.5,463.5,2423720
2018-11-13,461.7,462.7,443.6,443.6,7991810
2018-11-14,439.85,441.6,425.5,427.15,11455890
2018-11-15,429.05,430.7,421.85,424.25,5447170
2018-11-16,426.25,428.65,420.5,420.85,5137480
2018-11-19,422.15,425.85,421.2,424.1,4576970
2018-11-20,423.35,423.45,412.25,413.55,7946890
2018-11-21,410.65,416.0,409.0,411.85,4504550
2018-11-22,411.8,414.25,408.1,411.1,2552040
2018-11-23,408.95,410.75,401.25,405.2,7514900
2018-11-26,405.8,415.15,397.25,407.0,7420020
2018-11-27,408.7,420.1,408.0,419.8,3654450
2018-11-28,418.8,425.85,418.7,421.45,4146310
2018-11-29,419.55,424.6,412.5,417.0,5351360
2018-11-30,416.95,424.4,414.4,423.1,3386930
2018-12-03,436.2,439.9,429.25,434.0,6694560
2018-12-04,434.0,440.55,433.25,439.0,3083270
2018-12-05,434.95,439.0,430.0,439.0,2532770
2018-12-06,436.0,438.4,422.55,430.0,4348890
2018-12-07,429.4,442.05,429.15,439.0,5140220
2018-12-10,437.0,441.0,424.3,428.5,4018620
2018-12-11,428.5,429.5,421.5,425.55,3679440
2018-12-12,426.05,428.05,419.15,422.0,4551590
2018-12-13,423.0,423.0,414.0,415.75,4855500
2018-12-14,415.1,422.3,414.35,418.0,3239920
2018-12-17,417.9,421.5,414.0,416.0,2517430
2018-12-18,413.0,414.85,407.15,412.15,5463430
2018-12-19,407.0,418.2,406.5,418.2,3986040
2018-12-20,414.0,416.8,410.1,415.6,3349850
2018-12-21,412.9,416.3,405.05,415.0,3699200
2018-12-24,414.9,419.2,412.45,414.0,1487750
2018-12-25,411.0,411.3,401.85,409.0,1858760
2018-12-26,409.1,414.5,409.1,414.5,1056080
2018-12-27,420.0,421.35,416.35,420.5,6479390
2018-12-28,423.0,428.25,421.7,425.95,2609310
2018-12-29,426.7,432.5,421.4,432.5,940940
2019-01-03,429.15,429.8,422.4,425.85,1528310
2019-01-04,427.1,439.0,426.2,430.4,1635750
2019-01-08,427.0,427.0,420.65,423.6,2052160
2019-01-09,425.0,428.9,425.0,427.7,2413050
2019-01-10,427.75,433.0,424.0,432.1,2493560
2019-01-11,432.0,435.3,430.2,434.6,2839110
2019-01-14,434.05,434.05,424.85,427.9,2358220
2019-01-15,428.6,431.35,421.3,424.35,2863880
2019-01-16,424.45,426.9,420.0,421.0,3091660
2019-01-17,422.0,422.45,414.2,415.9,3468970
2019-01-18,419.05,421.95,416.35,419.7,4510760
2019-01-21,421.1,424.8,418.95,422.3,2613040
